drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
geldanamycin,-0.12888729572296143,-0.13470727611671796,-0.3311348557472229,0.1091698408126831,0.1368478733232234,11,11,0.8181818181818182,HSP inhibitor,HSP90AA1,0.1047,0.7753869565217392,0.8963,1.0
tramadol,-0.1284692883491516,-0.12306639055411021,-0.1915963590145111,0.06821870803833008,0.07343239479555766,9,9,0.8888888888888888,Opioid receptor agonist,OPRM1,0.1364,0.8668074074074074,0.8646,1.0
benzydamine,-0.12781411409378052,-0.09378899846758161,-0.26037660241127014,0.08878476172685623,0.12075462867022878,7,7,0.7142857142857143,,,0.1601,0.9187676767676768,0.8403,1.0
ZG-10,-0.12745535373687744,-0.12745535373687744,-0.15608000755310059,-0.0988306999206543,0.028624653816223145,2,2,1.0,,,0.2137,0.964715923566879,0.7863,0.9995007462686567
piceatannol,-0.1273086816072464,-0.05151644406410364,-0.17811861634254456,0.1688401699066162,0.12570110752280358,13,13,0.6923076923076923,,,0.0952,0.7479181818181818,0.905,1.0
piperacillin,-0.12627601623535156,-0.12627601623535156,-0.15603628754615784,-0.09651574492454529,0.029760271310806274,2,2,1.0,,,0.2168,0.964715923566879,0.7832,0.9980428927680798
quinine,-0.12451330572366714,-0.08675893892844518,-0.28936630487442017,0.11093568801879883,0.138463285546923,6,6,0.6666666666666666,Hemozoin biocrystallization inhibitor,KCNN4,0.1757,0.9187676767676768,0.8243,1.0
granisetron,-0.12378016114234924,-0.08819615592559178,-0.17982205748558044,0.14064913988113403,0.11186718286233324,6,6,0.8333333333333334,Serotonin receptor antagonist,HTR3A,0.1798,0.918778,0.8202,1.0
flunisolide,-0.12317488342523575,-0.12115427106618881,-0.2521277070045471,0.13173888623714447,0.09226988265603778,12,12,0.9166666666666666,Cytochrome P450 inhibitor,NR3C1,0.1269,0.8534363636363635,0.8731,1.0
cytarabine,-0.12195189297199249,-0.035461029037833214,-0.16599486768245697,0.20848098397254944,0.13342870034599075,8,8,0.625,Ribonucleotide reductase inhibitor,POLA1,0.1702,0.9187676767676768,0.8298,1.0
nimodipine,-0.12072580307722092,-0.04818611405789852,-0.18073302507400513,0.1733764261007309,0.1316498087931214,8,8,0.625,Calcium channel blocker,NR3C2,0.1778,0.9187676767676768,0.8222,1.0
clomifene,-0.12055109441280365,-0.02316465859229748,-0.2374769151210785,0.19441670179367065,0.16308611052413644,13,13,0.5384615384615384,Estrogen receptor antagonist,ESR1,0.1285,0.8534363636363635,0.872,1.0
dolasetron,-0.11992087960243225,-0.09736683368682861,-0.18548768758773804,0.08152800798416138,0.0966221460411372,5,5,0.8,Serotonin receptor antagonist,HTR3A,0.2427,0.964715923566879,0.7578,0.9899498740554157
afatinib,-0.11929690837860107,-0.08013929923375447,-0.23992912471294403,0.10815902054309845,0.12763210684301843,9,9,0.6666666666666666,EGFR inhibitor,EGFR,0.1856,0.9390257425742574,0.8153,1.0
rimantadine,-0.1186978816986084,-0.1186978816986084,-0.1484924554824829,-0.08890330791473389,0.02979457378387451,2,2,1.0,,,0.2392,0.964715923566879,0.7608,0.9899498740554157
