drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
NVP-AUY922,-0.09019284695386887,-0.06948410421609878,-0.1776214838027954,0.0807729959487915,0.07914863957324225,10,10,0.8,HSP inhibitor,HSP90AA1,0.1455,0.8081175257731958,0.8545,1.0
deforolimus,-0.0900181382894516,-0.10948739945888519,-0.18116772174835205,-0.06290246546268463,0.04554944756350249,6,6,1.0,MTOR inhibitor,MTOR,0.1914,0.8610983471074379,0.8086,1.0
naproxen,-0.08972488343715668,-0.03225572194371905,-0.12823425233364105,0.14455315470695496,0.10644477460467007,7,7,0.7142857142857143,Cyclooxygenase inhibitor,PTGS1,0.1882,0.8610983471074379,0.8124,1.0
lovastatin,-0.08950024843215942,-0.08251570579078463,-0.1455535888671875,0.068611741065979,0.059944067681969554,9,9,0.8888888888888888,HMGCR inhibitor,HMGCR,0.1626,0.825114705882353,0.8376,1.0
vincamine,-0.08947736024856567,-0.04014543890953064,-0.2060558795928955,0.16205760836601257,0.12996106915002076,5,5,0.6,,,0.231,0.8882772727272727,0.7691,1.0
AZD-7762,-0.08938376605510712,-0.031862889465532805,-0.1913633942604065,0.16760468482971191,0.10774878082025023,19,19,0.631578947368421,CHK inhibitor,CHEK1,0.0809,0.6728166666666667,0.9196,1.0
dinoprost,-0.08936089277267456,-0.08936089277267456,-0.12506449222564697,-0.05365729331970215,0.03570359945297241,2,2,1.0,Prostacyclin analog,PTGDR,0.2326,0.8882772727272727,0.7674,1.0
montelukast,-0.08906865119934082,-0.05294630924860636,-0.25866279006004333,0.16775447130203247,0.14703713745828317,6,6,0.6666666666666666,Leukotriene receptor antagonist,CYSLTR1,0.1987,0.8610983471074379,0.8013,1.0
voriconazole,-0.08902706205844879,-0.04012060662110647,-0.15000665187835693,0.1192532479763031,0.11188009761747604,6,6,0.6666666666666666,Cytochrome P450 inhibitor,CYP2C19,0.199,0.8610983471074379,0.801,1.0
ursolic-acid,-0.08895531296730042,-0.036870705229895454,-0.16078472137451172,0.09646585583686829,0.11120989277967155,7,7,0.5714285714285714,STAT inhibitor,HSD11B1,0.1953,0.8610983471074379,0.8054,1.0
methylprednisolone,-0.08874938637018204,-0.06813410669565201,-0.19459766149520874,0.17694759368896484,0.11952381481440562,6,6,0.8333333333333334,Glucocorticoid receptor agonist,NR3C1,0.2018,0.8610983471074379,0.7982,1.0
fluocinonide,-0.08859235048294067,-0.08859235048294067,-0.10064226388931274,-0.0765424370765686,0.01204991340637207,2,2,1.0,,,0.2347,0.8882772727272727,0.7653,1.0
BMS-509744,-0.08853310346603394,-0.08853310346603394,-0.09397411346435547,-0.0830920934677124,0.005441009998321533,2,2,1.0,,,0.2348,0.8882772727272727,0.7652,1.0
nelfinavir,-0.0885310173034668,-0.07494926026889256,-0.1750965118408203,0.14047861099243164,0.09477176057584168,7,7,0.8571428571428571,HIV protease inhibitor,CYP1A2,0.2012,0.8610983471074379,0.7996,1.0
tibolone,-0.08851955831050873,-0.024534160892168682,-0.12383526563644409,0.1443638801574707,0.11045660476409933,6,6,0.6666666666666666,Androgen receptor agonist,ESR1,0.2039,0.8610983471074379,0.7961,1.0
estriol,-0.08841660618782043,-0.062115454903015725,-0.182409405708313,0.10624551773071289,0.08561601508273284,13,13,0.7692307692307693,Estrogen receptor agonist,ESR1,0.1358,0.7917629213483146,0.8646,1.0
pivmecillinam,-0.08671317994594574,-0.08671317994594574,-0.11637675762176514,-0.05704960227012634,0.029663577675819397,2,2,1.0,,,0.2416,0.8882772727272727,0.7584,1.0
naltrexone,-0.08665701746940613,-0.055014784965250224,-0.14750662446022034,0.14886686205863953,0.09951809945949124,9,9,0.7777777777777778,Opioid receptor antagonist,OPRD1,0.1916,0.8610983471074379,0.8092,1.0
levcromakalim,-0.08665698766708374,-0.07580574601888657,-0.11191949248313904,-0.03612997382879257,0.03172892621477854,5,5,1.0,Potassium channel activator,KCNJ8,0.2553,0.8882772727272727,0.7453,1.0
